
,,ADOM (Ancient Domains Of Mystery),-50%,"R$ 13,99",81.01%,Nov 2015,,
,,"Hard Truck Apocalypse / Ex Machina
Week Long Deal
all-time low: R$ 1,43 at -91%",-75%,"R$ 6,62",80.93%,Dec 2005,,
,,Moonlighter,-85%,"R$ 6,15",80.87%,May 2018,,
,,"Men of War: Red Tide
2-year low: R$ 1,69",-85%,"R$ 2,54",80.82%,Nov 2009,,
,,Slasher's Keep,-65%,"R$ 9,76",80.78%,Nov 2020,,
,,"Симулятор Сидения у Подъезда
all-time low: R$ 0,80 at -65%",-50%,"R$ 1,74",80.76%,Apr 2019,,
,,"Euro Truck Simulator
2-year low: R$ 2,43",-80%,"R$ 3,21",80.73%,Aug 2008,,
,,Unexplored,-50%,"R$ 9,99",80.73%,Feb 2017,,
,,"Tricolour Lovestory
all-time low: R$ 1,28 at -70%",-70%,"R$ 2,09",80.70%,Sep 2017,,
,,"Cyberhunt
all-time low: R$ 0,57 at -90%",-50%,"R$ 1,74",80.67%,May 2017,,
,,"Quantum Conundrum
all-time low: R$ 1,86 at -89%",-89%,"R$ 3,17",80.65%,Jun 2012,,
,,"Grand Theft Auto IV: The Complete Edition
current 2-year low",-70%,"R$ 23,70",80.61%,Mar 2020,,
,,Asura: Vengeance Edition,-50%,"R$ 9,99",80.61%,Apr 2017,,
,,"Barro Racing
all-time low: R$ 0,57 at -90%",-90%,"R$ 1,74",80.57%,Sep 2020,,
,,"Nexus - The Jupiter Incident
Week Long Deal
all-time low: R$ 1,99 at -90%",-80%,"R$ 3,99",80.54%,Nov 2004,,
,,"Expeditions: Viking
Week Long Deal
all-time low: R$ 11,19 at -80%",-75%,"R$ 13,99",80.52%,Apr 2017,,
,,"Metal Unit
all-time low: R$ 7,24 at -75%",-80%,"R$ 9,39",80.50%,Jan 2021,,
,,Isonzo,-67%,"R$ 29,36",80.47%,Sep 2022,,
,,"Sword of the Stars: The Pit
2-year low: R$ 3,99",-50%,"R$ 8,49",80.45%,Feb 2013,,
,,I got a cat maid,-60%,"R$ 1,79",80.43%,Aug 2019,,
,,"Dreamfall: The Longest Journey
Week Long Deal
2-year low: R$ 13,49",-60%,"R$ 23,99",80.36%,Apr 2006,,
,,Life is Strange Remastered,-50%,"R$ 99,50",80.33%,Feb 2022,,
,,"Flashing Lights - Police, Firefighting, Emergency Services (EMS) Simulator",-66%,"R$ 16,14",80.28%,May 2023,,
,,"Serious Sam 3 VR: BFE
current 2-year low",-85%,"R$ 13,34",80.24%,Nov 2017,,
,,"Full Mojo Rampage
current 2-year low",-50%,"R$ 9,99",80.21%,May 2014,,
,,"Tomb Raider: Anniversary
all-time low: R$ 1,86 at -89%",-89%,"R$ 4,12",80.12%,Jun 2007,,
,,"Soldiers: Heroes of World War II
2-year low: R$ 2,09",-85%,"R$ 2,54",80.09%,Jun 2004,,
,,"Steep™
all-time low: R$ 8,99 at -90%",-85%,"R$ 13,49",80.08%,Dec 2016,,
,,"They Bleed Pixels
2-year low: R$ 4,24",-75%,"R$ 8,24",80.01%,Aug 2012,,
,,"Game Dev Studio
all-time low: R$ 5,17 at -75%",-70%,"R$ 9,89",80.00%,Mar 2018,,
,,"Warstone TD
all-time low: R$ 4,34 at -85%",-80%,"R$ 5,79",79.98%,May 2018,,
,,"CASE 2: Animatronics Survival
Week Long Deal
all-time low: R$ 3,31 at -80%",-76%,"R$ 7,91",79.84%,Aug 2018,,
,,"Tangledeep
all-time low: R$ 6,99 at -75%",-60%,"R$ 11,19",79.76%,Feb 2018,,
,,"Reigns: Her Majesty
2-year low: R$ 3,24",-67%,"R$ 3,46",79.64%,Dec 2017,,
,,"Noob - The Factionless
new historical low",-60%,"R$ 31,99",79.60%,Jun 2023,,
,,"Dead Age
all-time low: R$ 2,79 at -90%",-90%,"R$ 4,69",79.45%,Jul 2016,,
,,Disaster Band,-50%,"R$ 9,50",79.45%,Dec 2022,,
,,"CPU Invaders
all-time low: R$ 0,66 at -71%",-90%,"R$ 1,74",79.44%,Feb 2017,,
,,"Death's Gambit: Afterlife
2-year low: R$ 22,19",-50%,"R$ 29,99",79.37%,Aug 2018,,
,,"bit Dungeon II
all-time low: R$ 0,83 at -90%",-75%,"R$ 2,09",79.36%,Dec 2014,,
,,"Syder Arcade
Week Long Deal
2-year low: R$ 4,99",-50%,"R$ 9,99",79.24%,Oct 2013,,
,,"Time Warpers
2-year low: R$ 12,91",-50%,"R$ 18,99",79.22%,Jan 2020,,
,,"The Talos Principle VR
2-year low: R$ 17,79",-70%,"R$ 26,69",79.18%,Oct 2017,,
,,"CRYPTARK
all-time low: R$ 0,00 at -100%",-75%,"R$ 6,99",79.17%,Jun 2017,,
,,"Lust from Beyond
Week Long Deal
new historical low",-58%,"R$ 15,95",79.17%,Mar 2021,,
,,"G.O.P.O.T.A
Week Long Deal",-50%,"R$ 1,74",79.13%,Apr 2023,,
,,"Hentai Police
all-time low: R$ 0,66 at -71%",-50%,"R$ 1,74",79.13%,Jan 2020,,
,,"Hentai Furry 2
all-time low: R$ 0,85 at -81%",-50%,"R$ 1,74",79.08%,Nov 2020,,
,,"Chip
all-time low: R$ 1,08 at -90%",-84%,"R$ 1,74",79.02%,Apr 2014,,
,,"Fantasy General II
Week Long Deal
all-time low: R$ 26,99 at -75%",-70%,"R$ 32,39",79.01%,Sep 2019,,
,,"Braveland
Week Long Deal
all-time low: R$ 1,65 at -90%",-90%,"R$ 3,29",79.00%,Mar 2014,,
,,"AI War: Fleet Command
2-year low: R$ 5,17",-75%,"R$ 8,24",79.00%,Oct 2009,,
,,"Blade Kitten
Week Long Deal
2-year low: R$ 2,13",-50%,"R$ 3,14",78.98%,Sep 2010,,
,,"Monsters' Den: Godfall
all-time low: R$ 9,51 at -66%",-66%,"R$ 15,97",78.95%,Jul 2017,,
,,"Happy Quest
Week Long Deal
all-time low: R$ 1,79 at -60%",-70%,"R$ 2,09",78.91%,Nov 2020,,
,,"TT Isle of Man: Ride on the Edge 2
Week Long Deal",-75%,"R$ 17,49",78.90%,Mar 2020,,
,,"OlliOlli2: Welcome to Olliwood
all-time low: R$ 5,59 at -80%",-80%,"R$ 9,39",78.88%,Aug 2015,,
,,Interstellar Space: Genesis,-67%,"R$ 19,13",78.85%,Jul 2019,,
,,"The Last Hero of Nostalgaia
new historical low",-65%,"R$ 16,62",78.83%,Oct 2022,,
,,Assassin's Creed® Syndicate,-75%,"R$ 22,49",78.82%,Nov 2015,,
,,"8-Bit Armies
2-year low: R$ 12,59",-50%,"R$ 23,49",78.82%,Apr 2016,,
,,Tom Clancy's Ghost Recon® Wildlands,-80%,"R$ 29,99",78.74%,Mar 2017,,
,,"Drawful 2
2-year low: R$ 9,99",-50%,"R$ 16,49",78.62%,Jun 2016,,
,,"ENDLESS™ Space - Definitive Edition
2-year low: R$ 3,99",-75%,"R$ 4,99",78.60%,Jul 2012,,
,,"Thief: Deadly Shadows
all-time low: R$ 1,86 at -89%",-89%,"R$ 4,12",78.54%,Jun 2004,,
,,"The Textorcist: The Story of Ray Bibbia
all-time low: R$ 2,89 at -90%",-88%,"R$ 5,63",78.49%,Feb 2019,,
,,"Dungeon Siege
all-time low: R$ 1,81 at -86%",-86%,"R$ 3,06",78.44%,Apr 2002,,
,,Evoland Legendary Edition,-75%,"R$ 9,24",78.43%,Feb 2019,,
,,"Gloom
all-time low: R$ 1,99 at -90%",-75%,"R$ 8,24",78.40%,Apr 2017,,
,,"Serious Sam Double D XXL
current 2-year low",-90%,"R$ 3,29",78.35%,Aug 2011,,
,,"Gay World
Week Long Deal
all-time low: R$ 1,14 at -50%",-50%,"R$ 1,74",78.23%,Jan 2018,,
,,"Cargo Commander
all-time low: R$ 1,14 at -75%",-73%,"R$ 4,58",78.19%,Nov 2012,,
,,"Lewd Girls, Leave Me Alone! I Just Want to Play Video Games and Watch Anime! - Hentai Edition",-75%,"R$ 3,44",78.18%,Oct 2023,,
,,"Bus Driver
2-year low: R$ 3,19",-80%,"R$ 3,21",78.17%,Mar 2007,,
,,"DungeonTop
Week Long Deal
new historical low",-53%,"R$ 14,56",78.16%,Jun 2020,,
,,"Broken Armor
all-time low: R$ 0,66 at -71%",-50%,"R$ 1,74",78.16%,Aug 2016,,
,,"Signal Simulator
Week Long Deal
all-time low: R$ 9,25 at -75%",-50%,"R$ 18,50",78.15%,Apr 2018,,
,,"Sword Art Online: Fatal Bullet
Week Long Deal",-85%,"R$ 23,98",78.14%,Feb 2018,,
,,"Judgment: Apocalypse Survival Simulation
all-time low: R$ 17,09 at -55%",-60%,"R$ 23,99",78.05%,May 2018,,
,,"Bloody Trapland 2: Curiosity
Week Long Deal
all-time low: R$ 2,06 at -90%",-75%,"R$ 8,24",77.98%,Feb 2019,,
,,"Blueprint Tycoon
Week Long Deal
all-time low: R$ 1,57 at -75%",-75%,"R$ 2,62",77.98%,May 2016,,
,,"Cultist Simulator
all-time low: R$ 11,39 at -70%",-50%,"R$ 18,99",77.87%,May 2018,,
,,"Roguelands
all-time low: R$ 5,17 at -75%",-50%,"R$ 10,34",77.84%,Nov 2015,,
,,Hero's Hour,-50%,"R$ 17,49",77.74%,Mar 2022,,
,,"Roundguard
all-time low: R$ 9,49 at -75%",-75%,"R$ 14,99",77.73%,Mar 2020,,
,,"Weedcraft Inc
all-time low: R$ 9,49 at -75%",-75%,"R$ 14,99",77.73%,Apr 2019,,
,,"Dying Light 2 Stay Human: Reloaded Edition
all-time low: R$ 114,20 at -58%",-58%,"R$ 135,74",77.56%,Feb 2022,—,
,,"Black Reliquary
all-time low: R$ 19,07 at -84%",-79%,"R$ 25,11",77.55%,Mar 2023,—,
,,"Ship of Fools
all-time low: R$ 30,54 at -35%",-60%,"R$ 45,99",77.48%,Nov 2022,,
,,"Xpand Rally
all-time low: R$ 0,93 at -89%",-89%,"R$ 1,86",77.47%,Aug 2006,,
,,"Windward
all-time low: R$ 4,99 at -75%",-50%,"R$ 10,34",77.46%,May 2015,,
,,Jack Move,-50%,"R$ 18,99",77.44%,Sep 2022,,
,,"Scania Truck Driving Simulator
2-year low: R$ 4,99",-80%,"R$ 6,39",77.40%,Jun 2012,,
,,Songs of Wuxia,-80%,"R$ 2,89",77.29%,Sep 2020,,
,,"Titan Souls
2-year low: R$ 2,49",-90%,"R$ 4,69",77.18%,Apr 2015,,
,,"OmniBus
2-year low: R$ 2,54",-80%,"R$ 3,39",77.17%,May 2016,,
,,"EVERSPACE™
all-time low: R$ 5,59 at -90%",-85%,"R$ 8,99",77.15%,May 2017,,
,,Banners of Ruin,-70%,"R$ 11,39",77.09%,Jul 2021,,
,,"Weapon Shop Fantasy
2-year low: R$ 6,20",-50%,"R$ 10,34",77.03%,Feb 2017,,
,,"Bridge Constructor Medieval
all-time low: R$ 1,99 at -90%",-90%,"R$ 3,29",76.97%,Sep 2014,,
,,Legend of Keepers: Career of a Dungeon Manager,-80%,"R$ 7,99",76.94%,Apr 2021,,
,,"Oceanhorn: Monster of Uncharted Seas
Week Long Deal
current 2-year low",-50%,"R$ 13,99",76.82%,Mar 2015,,
,,"X4: Foundations
all-time low: R$ 51,99 at -60%",-60%,"R$ 53,99",76.76%,Nov 2018,,
,,Blair Witch,-80%,"R$ 11,59",76.75%,Aug 2019,,
,,"Alwa's Awakening
Week Long Deal
all-time low: R$ 3,99 at -80%",-81%,"R$ 6,26",76.62%,Feb 2017,,
,,"Heart&Slash
2-year low: R$ 4,92",-81%,"R$ 5,50",76.62%,Aug 2016,,
,,"Alex Kidd in Miracle World DX
all-time low: R$ 10,03 at -93%",-71%,"R$ 42,05",76.60%,Jun 2021,—,
,,"Moon Hunters
all-time low: R$ 2,89 at -90%",-90%,"R$ 4,69",76.47%,Mar 2016,,
,,"LEGIONCRAFT
current 2-year low",-50%,"R$ 13,94",76.41%,Aug 2022,,
,,"Observation
all-time low: R$ 11,87 at -75%",-75%,"R$ 18,49",76.40%,May 2020,,
,,Mech Armada,-75%,"R$ 9,49",76.30%,Jun 2022,,
,,"Crossing Souls
all-time low: R$ 5,59 at -80%",-80%,"R$ 9,39",76.14%,Feb 2018,,
,,"Streamer Life Simulator
Week Long Deal
all-time low: R$ 17,09 at -55%",-70%,"R$ 23,26",76.07%,Aug 2020,,
,,Elite Dangerous,-70%,"R$ 17,99",76.07%,Apr 2015,,
,,Weird West: Definitive Edition,-75%,"R$ 24,99",76.04%,Mar 2022,,
,,"Expeditions: Conquistador
Week Long Deal
all-time low: R$ 6,99 at -80%",-75%,"R$ 8,74",76.04%,May 2013,,
,,"Escape Dungeon
all-time low: R$ 13,44 at -50%",-60%,"R$ 16,79",76.04%,Nov 2020,,
,,Prince of Persia: The Two Thrones™,-80%,"R$ 5,99",76.02%,Dec 2005,,
,,"Sproggiwood
all-time low: R$ 2,79 at -90%",-60%,"R$ 18,79",76.02%,Oct 2014,,
,,Prince of Persia®,-80%,"R$ 5,99",76.00%,Dec 2008,,
,,"Anarchy: Wolf's law
all-time low: R$ 7,94 at -85%",-78%,"R$ 11,81",75.95%,Jun 2023,—,
,,"The Blackout Club
current 2-year low",-50%,"R$ 28,99",75.87%,Jul 2019,,
,,"Dungeon Escape
Week Long Deal
all-time low: R$ 0,76 at -93%",-83%,"R$ 2,34",75.81%,May 2016,,
,,"DreadOut: Keepers of The Dark
all-time low: R$ 1,39 at -90%",-80%,"R$ 2,79",75.78%,Mar 2016,,
,,"Despotism 3k
all-time low: R$ 0,00 at -100%",-60%,"R$ 6,63",75.76%,Nov 2018,,
,,GreedFall,-80%,"R$ 23,98",75.72%,Sep 2019,,
,,Livelock,-85%,"R$ 3,10",75.65%,Aug 2016,,
,,"Симулятор Прыгания по Гаражам
all-time low: R$ 0,80 at -65%",-50%,"R$ 1,74",75.61%,Dec 2022,,
,,"Jalopy
current 2-year low",-75%,"R$ 7,24",75.49%,Mar 2018,,
,,"Nyasha
all-time low: R$ 0,85 at -81%",-50%,"R$ 1,74",75.38%,Mar 2019,,
,,"Drake Hollow
all-time low: R$ 23,19 at -60%",-70%,"R$ 29,99",75.34%,Oct 2020,,
,,"Lumencraft
all-time low: R$ 16,67 at -33%",-55%,"R$ 26,99",75.25%,Feb 2023,,
,,"She Sees Red - Interactive Movie
Week Long Deal",-70%,"R$ 5,03",75.20%,Jul 2019,,
,,"Far Cry® New Dawn
all-time low: R$ 23,99 at -80%",-85%,"R$ 44,99",75.09%,Feb 2019,,
,,"SKYHILL
all-time low: R$ 2,66 at -90%",-51%,"R$ 22,94",75.07%,Oct 2015,—,
,,"СИМУЛЯТОР ОДИНОЧЕСТВА В РУССКОЙ ДЕРЕВНЕ
all-time low: R$ 0,89 at -80%",-70%,"R$ 2,09",74.99%,Apr 2021,,
,,"Head Goal: Soccer Online
all-time low: R$ 0,66 at -71%",-50%,"R$ 1,74",74.97%,Aug 2017,,
,,"Not The Robots
2-year low: R$ 4,99",-75%,"R$ 8,24",74.96%,Dec 2013,,
,,"Galactic Civilizations III
2-year low: R$ 24,15",-66%,"R$ 36,71",74.92%,May 2015,,
,,miniBONG,-55%,"R$ 14,84",74.91%,Jun 2023,,
,,"Giana Sisters: Twisted Dreams
Week Long Deal
all-time low: R$ 2,79 at -90%",-80%,"R$ 6,59",74.87%,Oct 2012,,
,,"OlliOlli
all-time low: R$ 5,19 at -80%",-80%,"R$ 8,39",74.83%,Jul 2014,,
,,"Cartel Tycoon
all-time low: R$ 33,24 at -30%",-73%,"R$ 34,44",74.83%,Jul 2022,,
,,"City of Brass
all-time low: R$ 3,79 at -90%",-90%,"R$ 5,99",74.82%,May 2018,,
,,"Moons of Madness
Week Long Deal
all-time low: R$ 14,99 at -70%",-60%,"R$ 29,59",74.82%,Oct 2019,,
,,"Black The Fall
all-time low: R$ 8,39 at -70%",-70%,"R$ 19,47",74.81%,Jul 2017,,
,,"Age of Gladiators
Week Long Deal
all-time low: R$ 1,99 at -90%",-80%,"R$ 3,99",74.80%,Feb 2016,,
,,"David.
Week Long Deal
all-time low: R$ 1,15 at -73%",-70%,"R$ 2,09",74.78%,Mar 2014,,
,,"STORM AREA 51: AYY LMAO EDITION
all-time low: R$ 0,66 at -71%",-50%,"R$ 1,74",74.77%,Sep 2019,,
,,"8Doors: Arum's Afterlife Adventure
all-time low: R$ 7,59 at -80%",-80%,"R$ 11,99",74.76%,Apr 2021,,
,,Fictorum,-75%,"R$ 5,17",74.75%,Aug 2017,,
,,"Dead In Vinland
Week Long Deal
2-year low: R$ 11,49",-80%,"R$ 11,99",74.74%,Apr 2018,,
,,"Tomb Raider: Underworld
all-time low: R$ 1,86 at -89%",-89%,"R$ 4,12",74.70%,Nov 2008,,
,,"Happy Guy
Week Long Deal
all-time low: R$ 2,92 at -55%",-60%,"R$ 4,19",74.67%,Sep 2021,,
,,"Acceleration of SUGURI 2
2-year low: R$ 9,29",-50%,"R$ 14,99",74.63%,Mar 2018,,
,,"Love Rhythm
Week Long Deal
all-time low: R$ 1,12 at -75%",-50%,"R$ 5,24",74.62%,Nov 2019,,
,,Accident,-50%,"R$ 14,49",74.62%,Sep 2021,,
,,"Mana Spark
all-time low: R$ 4,97 at -80%",-67%,"R$ 8,21",74.57%,Sep 2018,,
,,Arboria,-90%,"R$ 3,79",74.56%,Sep 2021,,
,,"Reigns: Game of Thrones
2-year low: R$ 4,34",-67%,"R$ 4,55",74.55%,Oct 2018,,
,,"DreadOut
current 2-year low",-80%,"R$ 5,59",74.47%,May 2014,,
,,"One Dog Story
Week Long Deal",-90%,"R$ 2,48",74.45%,Apr 2017,,
,,"Space Colony: Steam Edition
Week Long Deal
current 2-year low",-75%,"R$ 6,99",74.45%,Apr 2015,,
,,Metaverse Keeper / 元能失控,-75%,"R$ 7,24",74.42%,Apr 2019,,
,,"Nickelodeon Kart Racers 2: Grand Prix
Week Long Deal
new historical low",-85%,"R$ 5,69",74.36%,Dec 2020,,
,,"Darkest Dungeon® II
all-time low: R$ 59,80 at -67%",-51%,"R$ 89,31",74.35%,May 2023,—,
,,"The Flame in the Flood
all-time low: R$ 4,19 at -85%",-85%,"R$ 7,49",74.25%,Feb 2016,,
,,"Arthas - The Game
Week Long Deal
all-time low: R$ 2,54 at -85%",-80%,"R$ 3,39",74.19%,Feb 2023,,
,,"Mind Scanners
Week Long Deal",-65%,"R$ 11,54",74.17%,May 2021,,
,,"Exit the Gungeon
all-time low: R$ 12,41 at -40%",-60%,"R$ 13,19",74.15%,Mar 2020,,
,,"Lifeless Planet Premier Edition
all-time low: R$ 7,39 at -80%",-60%,"R$ 25,59",74.13%,Jun 2014,,
,,"Mind Spheres
all-time low: R$ 0,66 at -71%",-90%,"R$ 1,74",74.07%,Jul 2016,,
,,"Black Desert
all-time low: R$ 0,00 at -100%",-70%,"R$ 5,23",74.07%,May 2017,,
,,Blade Assault,-80%,"R$ 6,99",74.00%,Jan 2022,,
,,"Battlestations: Midway
all-time low: R$ 1,81 at -86%",-86%,"R$ 3,06",73.90%,Jan 2007,,
,,Sparklite,-85%,"R$ 7,12",73.87%,Nov 2019,,
,,"Miasmata
Week Long Deal
current 2-year low",-80%,"R$ 4,99",73.81%,Nov 2012,,
,,"Dead Age 2: The Zombie Survival RPG
all-time low: R$ 6,99 at -80%",-80%,"R$ 10,99",73.77%,Mar 2021,,
,,"Pathway
all-time low: R$ 12,39 at -60%",-60%,"R$ 19,99",73.76%,Apr 2019,,
,,"Sacred 2 Gold
Week Long Deal
current 2-year low",-75%,"R$ 6,99",73.62%,Dec 2012,,
,,"Deadly 30
all-time low: R$ 0,84 at -90%",-86%,"R$ 2,37",73.60%,Jan 2014,,
,,"Bridge Constructor
all-time low: R$ 1,69 at -90%",-90%,"R$ 3,29",73.53%,Oct 2013,,
,,"The Witcher Adventure Game
all-time low: R$ 2,99 at -85%",-85%,"R$ 4,49",73.49%,Nov 2014,,
,,"Tumblestone
all-time low: R$ 4,59 at -90%",-81%,"R$ 8,73",73.49%,Jul 2016,,
,,"KumaKuma Manga Editor
all-time low: R$ 2,47 at -80%",-80%,"R$ 4,09",73.46%,Feb 2019,,
,,"Okhlos: Omega
all-time low: R$ 5,19 at -80%",-80%,"R$ 8,39",73.46%,Aug 2016,,
,,"LIBERATED
all-time low: R$ 7,59 at -80%",-80%,"R$ 11,99",73.41%,Jul 2020,,
,,"2Dark
Week Long Deal",-90%,"R$ 7,90",73.36%,Mar 2017,,
,,"Minute of Islands
all-time low: R$ 9,49 at -75%",-80%,"R$ 11,99",73.30%,Jun 2021,,
,,"Leisure Suit Larry - Magna Cum Laude Uncut and Uncensored
all-time low: R$ 1,23 at -90%",-75%,"R$ 5,12",73.27%,Dec 2017,,
,,"One More Dungeon
all-time low: R$ 2,09 at -80%",-70%,"R$ 4,49",73.20%,Nov 2015,,
,,"Thief
all-time low: R$ 8,39 at -85%",-85%,"R$ 12,52",73.10%,Feb 2014,,
,,"Trainz Railroad Simulator 2019
2-year low: R$ 11,32",-83%,"R$ 45,60",73.07%,Jan 2019,—,
,,The Settlers® : Rise of an Empire - History Edition,-60%,"R$ 14,39",73.06%,Jan 2019,,
,,"Overture
all-time low: R$ 1,04 at -90%",-80%,"R$ 2,17",73.00%,Jan 2015,,
,,"The Wizards - Enhanced Edition
Week Long Deal
2-year low: R$ 14,24",-66%,"R$ 16,14",72.96%,Mar 2018,,
,,"Poop Clicker
all-time low: R$ 0,66 at -71%",-50%,"R$ 1,74",72.95%,Mar 2022,,
,,"Shanhe
new historical low",-60%,"R$ 5,79",72.87%,Jul 2023,,
,,"Out There: Ω Edition
2-year low: R$ 4,19",-80%,"R$ 5,59",72.81%,Apr 2015,,
,,"Dungeon Siege II
all-time low: R$ 1,81 at -86%",-86%,"R$ 3,06",72.60%,Aug 2005,,
,,"DreadOut 2
all-time low: R$ 15,19 at -60%",-50%,"R$ 18,99",72.58%,Feb 2020,,
,,FURRY HITLER,-60%,"R$ 5,79",72.46%,May 2022,,
,,"Dungelot: Shattered Lands
2-year low: R$ 4,99",-75%,"R$ 8,24",72.42%,Feb 2016,,
,,"Z
all-time low: R$ 1,39 at -90%",-87%,"R$ 1,81",72.40%,Jul 2014,,
,,"恶魔迷宫 | Evil Maze
Week Long Deal
2-year low: R$ 2,14",-50%,"R$ 3,49",72.39%,Jun 2016,,
,,ITORAH,-80%,"R$ 9,19",72.38%,Mar 2022,,
,,"Volume
Week Long Deal",-80%,"R$ 7,39",72.29%,Aug 2015,,
,,"Fresh Body
all-time low: R$ 4,99 at -75%",-65%,"R$ 6,99",72.28%,Nov 2016,,
,,"Dysfunctional Systems: Learning to Manage Chaos
current 2-year low",-50%,"R$ 5,24",72.25%,Apr 2013,,
,,Asterix & Obelix XXL: Romastered,-85%,"R$ 7,94",72.13%,Oct 2020,,
,,"Quest of Dungeons
2-year low: R$ 3,39",-70%,"R$ 5,09",72.11%,Mar 2014,,
,,"Project: Snowblind
all-time low: R$ 1,64 at -85%",-85%,"R$ 2,98",72.04%,Feb 2005,,
,,"TAPSONIC BOLD
Week Long Deal",-70%,"R$ 11,39",72.01%,Mar 2019,,
,,"Larva Mortus
2-year low: R$ 2,14",-67%,"R$ 3,46",71.94%,Mar 2009,,
,,"Sea Dogs: To Each His Own
Week Long Deal",-80%,"R$ 5,59",71.90%,Feb 2016,,
,,"The Warlock of Firetop Mountain
Week Long Deal
all-time low: R$ 7,39 at -80%",-70%,"R$ 11,09",71.81%,Aug 2016,,
,,"Ash of Gods: Redemption
Week Long Deal
all-time low: R$ 9,49 at -80%",-80%,"R$ 14,79",71.70%,Mar 2018,,
,,"Bionic Dues
2-year low: R$ 5,17",-75%,"R$ 8,24",71.70%,Oct 2013,,
,,"Pixel Heroes: Byte & Magic
all-time low: R$ 1,99 at -90%",-90%,"R$ 3,29",71.61%,Feb 2015,,
,,Tunche,-60%,"R$ 15,19",71.54%,Nov 2021,,
,,"Elmarion: Dragon time
2-year low: R$ 11,39",-50%,"R$ 14,49",71.53%,Mar 2020,,
,,"Hell is Others
all-time low: R$ 6,24 at -75%",-50%,"R$ 12,49",71.53%,Oct 2022,,
,,"Office Battle
all-time low: R$ 0,66 at -71%",-50%,"R$ 1,74",71.50%,Dec 2015,,
,,"The Land of Pain
2-year low: R$ 8,71",-75%,"R$ 9,62",71.48%,Sep 2017,,
,,"Internet Cafe Simulator
Week Long Deal
all-time low: R$ 8,27 at -60%",-65%,"R$ 11,54",71.35%,Oct 2019,,
,,Sword and Fairy 7,-50%,"R$ 49,49",71.24%,Oct 2021,,
,,"OMON Simulator
all-time low: R$ 0,73 at -68%",-50%,"R$ 1,74",71.05%,Oct 2019,,
,,"Block'hood
2-year low: R$ 9,23",-67%,"R$ 15,50",71.04%,May 2017,,
,,Life is Strange: Before the Storm Remastered,-50%,"R$ 99,50",71.02%,Feb 2022,,
,,Victory At Sea,-85%,"R$ 6,89",70.93%,Aug 2014,,
,,"The Shore
Week Long Deal
all-time low: R$ 3,73 at -85%",-80%,"R$ 4,97",70.87%,Feb 2021,,
,,As Far As The Eye,-75%,"R$ 11,87",70.84%,Sep 2020,,
,,"Absolver
all-time low: R$ 11,19 at -80%",-80%,"R$ 17,79",70.77%,Aug 2017,,
,,Run Build Pew!,-50%,"R$ 5,24",70.55%,Jun 2022,,
,,God's Trigger,-80%,"R$ 5,79",70.50%,Apr 2019,,
,,"Anachronox
all-time low: R$ 1,81 at -86%",-86%,"R$ 3,06",70.44%,Jun 2001,,
,,Souls of Blades,-60%,"R$ 14,79",70.44%,Sep 2021,,
,,"Tomb Raider V: Chronicles
all-time low: R$ 1,81 at -86%",-86%,"R$ 4,05",70.38%,Nov 2012,,
,,"Stronghold Crusader 2
Week Long Deal",-90%,"R$ 7,54",70.35%,Sep 2014,,
,,"Chasm
all-time low: R$ 9,49 at -75%",-70%,"R$ 11,39",70.34%,Jul 2018,,
,,Recipe for Disaster,-72%,"R$ 13,15",70.30%,Aug 2022,,
,,"Nickelodeon All-Star Brawl
Week Long Deal",-90%,"R$ 9,39",70.26%,Oct 2021,,
,,"Crowntakers
all-time low: R$ 3,99 at -80%",-70%,"R$ 9,89",70.21%,Nov 2014,,
,,"Nemesis: Lockdown
all-time low: R$ 22,19 at -70%",-50%,"R$ 36,99",70.18%,May 2022,,
,,"200% Mixed Juice!
2-year low: R$ 7,24",-50%,"R$ 11,75",70.16%,Oct 2015,,
,,Big Bia,-50%,"R$ 14,49",70.15%,Jun 2022,,
,,"Dead In Bermuda
Week Long Deal",-80%,"R$ 5,59",70.08%,Aug 2015,,
,,"Collapse
Week Long Deal
2-year low: R$ 3,69",-75%,"R$ 14,99",69.99%,Sep 2008,,
,,"StarsOne
Week Long Deal
2-year low: R$ 4,99",-50%,"R$ 16,49",69.99%,Apr 2016,,
,,"Blaite
all-time low: R$ 1,09 at -50%",-50%,"R$ 1,74",69.97%,Jan 2017,,
,,Xuan-Yuan Sword: The Gate of Firmament,-70%,"R$ 8,39",69.96%,Feb 2016,,
,,"EARTHLOCK
Week Long Deal
all-time low: R$ 9,00 at -90%",-85%,"R$ 13,50",69.93%,Mar 2018,,
,,"Truberbrook / Trüberbrook
new historical low",-95%,"R$ 4,44",69.83%,Mar 2019,,
,,"Conflict Desert Storm™
all-time low: R$ 1,81 at -86%",-86%,"R$ 3,06",69.46%,Sep 2002,,
,,"Tom Clancy’s The Division™
current 2-year low",-85%,"R$ 13,49",69.33%,Mar 2016,,
,,"Order of War™
all-time low: R$ 2,24 at -85%",-85%,"R$ 3,73",69.32%,Sep 2009,,
,,"Rogue's Tale
2-year low: R$ 10,14",-50%,"R$ 11,75",69.29%,Mar 2014,,
,,Black Future '88,-90%,"R$ 5,99",69.18%,Nov 2019,,
,,"TT Isle of Man: Ride on the Edge
Week Long Deal",-80%,"R$ 9,59",69.13%,Mar 2018,,
,,"Silver Chains
new historical low",-95%,"R$ 3,69",68.97%,Aug 2019,,
